Instances,Source,feature_Density,feature_AlgConnectivity,feature_Energy,algo_RandomGreedy,algo_DSATUR,algo_Bktr,algo_HillClimber,algo_HEA,algo_PartialCol,algo_TabuCol,algo_AntCol
Bipartite-187-945Nodes-3823Edges-07500ExtraEdges,Bipartite,0.024931485396602,2.84785567306,4.06619714307,12,9,9,8,8,8,8,8
Bipartite-188-945Nodes-3823Edges-10000ExtraEdges,Bipartite,0.030294081456872,2.8787125454,4.47285862762,14,10,10,10,9,9,9,9
Bipartite-189-945Nodes-3823Edges-15000ExtraEdges,Bipartite,0.040847008288869,2.91246359563,5.16235940799,16,13,12,12,10,10,10,12
Bipartite-190-945Nodes-3823Edges-20000ExtraEdges,Bipartite,0.051200823293847,2.92788624795,5.73777290273,20,15,15,14,12,12,12,14
Bipartite-191-945Nodes-3823Edges-30000ExtraEdges,Bipartite,0.071174647918834,2.94928053139,6.65692656889,24,20,18,18,16,16,15,17
Bipartite-192-945Nodes-3823Edges-40000ExtraEdges,Bipartite,0.09028490888956,2.9593951328,7.36315235996,29,24,22,22,19,19,19,21
Bipartite-193-945Nodes-3823Edges-50000ExtraEdges,Bipartite,0.108518182936787,2.96709570544,7.92813776567,33,28,26,26,22,22,22,24
Bipartite-194-945Nodes-3823Edges-75000ExtraEdges,Bipartite,0.15108560689956,2.97916776362,8.92003553148,44,37,35,35,29,29,29,32
Bipartite-195-945Nodes-3823Edges-100000ExtraEdges,Bipartite,0.188643914225309,2.98476089663,9.49438246669,53,47,43,41,36,36,36,37
Bipartite-196-945Nodes-3823Edges-250000ExtraEdges,Bipartite,0.344132353434679,2.99313233881,9.61160661083,103,94,91,82,71,71,70,71
Bipartite-197-945Nodes-3823Edges-500000ExtraEdges,Bipartite,0.453608062910388,2.99563032921,7.07214302375,171,162,160,133,123,123,122,125
Bipartite-198-945Nodes-3823Edges-750000ExtraEdges,Bipartite,0.489407921966061,2.99614060048,5.15699312761,227,214,214,180,179,180,184,179
Bipartite-200-297Nodes-21001Edges-00000ExtraEdges,Bipartite,0.306826655819944,70.5755783841,5.53873494932,2,2,2,2,2,2,2,2
Bipartite-201-297Nodes-21001Edges-00100ExtraEdges,Bipartite,0.309063792285268,70.6269428765,5.60581703506,7,5,4,4,4,4,4,4
Bipartite-202-297Nodes-21001Edges-01000ExtraEdges,Bipartite,0.328723476374483,74.4551942392,5.99977569464,16,10,8,8,8,8,8,8
Bipartite-203-297Nodes-21001Edges-02000ExtraEdges,Bipartite,0.349264456647007,77.7419467156,6.33861706409,19,15,12,11,11,11,11,11
Bipartite-204-297Nodes-21001Edges-03000ExtraEdges,Bipartite,0.369240503468691,81.6111524549,6.61960093494,23,19,17,14,13,15,13,13
Bipartite-205-297Nodes-21001Edges-04000ExtraEdges,Bipartite,0.388380448783133,86.2834171083,6.85525061446,27,21,20,17,16,16,16,16
Bipartite-206-297Nodes-21001Edges-05000ExtraEdges,Bipartite,0.406300137843762,88.1254327842,7.0416116214,30,26,23,19,18,19,19,19
Bipartite-207-297Nodes-21001Edges-07500ExtraEdges,Bipartite,0.447992226515716,88.3661271706,7.38475320874,39,32,31,25,23,24,23,24
Bipartite-208-297Nodes-21001Edges-10000ExtraEdges,Bipartite,0.485458612975391,88.4794123319,7.58542722966,47,37,35,30,28,28,28,29
Bipartite-209-297Nodes-21001Edges-15000ExtraEdges,Bipartite,0.548979730187783,88.5868198149,7.74538181876,52,47,42,38,35,36,36,36
Bipartite-210-297Nodes-21001Edges-20000ExtraEdges,Bipartite,0.600094908819741,88.6434553235,7.70339140115,56,53,50,43,40,41,41,41
Bipartite-211-297Nodes-21001Edges-30000ExtraEdges,Bipartite,0.672474182541296,88.6997366043,7.45655249527,68,62,57,50,47,48,48,47
Bipartite-212-297Nodes-21001Edges-40000ExtraEdges,Bipartite,0.719951189749847,88.7234063212,7.12780380878,79,69,65,56,54,54,54,55
Bipartite-213-297Nodes-21001Edges-50000ExtraEdges,Bipartite,0.750683569475515,88.7360499095,6.81382498825,87,79,72,63,61,61,60,61
Bipartite-214-297Nodes-21001Edges-75000ExtraEdges,Bipartite,0.786296974216437,88.7469011477,6.33721260444,108,109,107,79,80,79,84,81
Bipartite-215-297Nodes-21001Edges-100000ExtraEdges,Bipartite,0.798296160712268,88.7495844432,6.13250145661,124,123,128,107,107,107,109,107
Bipartite-216-297Nodes-21001Edges-250000ExtraEdges,Bipartite,0.804736402051838,88.7507971413,6.00891108243,160,158,158,158,158,158,158,158
Bipartite-217-297Nodes-21001Edges-500000ExtraEdges,Bipartite,0.804781596727905,88.7507975066,6.00817062116,160,160,160,160,160,160,160,160
Bipartite-218-297Nodes-21001Edges-750000ExtraEdges,Bipartite,0.804781596727905,88.7507975066,6.00817062116,160,160,160,160,160,160,160,160
Bipartite-219-297Nodes-21001Edges-1000000ExtraEdges,Bipartite,0.804781596727905,88.7507975066,6.00817062116,160,160,160,160,160,160,160,160
Bipartite-220-947Nodes-18265Edges-00000ExtraEdges,Bipartite,0.03909971083457,17.1262504693,4.96963358858,13,2,2,2,2,2,2,2
Bipartite-221-947Nodes-18265Edges-00100ExtraEdges,Bipartite,0.039322488515811,17.1393493861,4.99327539799,14,4,4,4,4,4,4,4
Bipartite-222-947Nodes-18265Edges-01000ExtraEdges,Bipartite,0.041311893209291,17.2178373626,5.14318101204,16,8,7,6,5,7,6,6
Bipartite-223-947Nodes-18265Edges-02000ExtraEdges,Bipartite,0.043517392253574,19.0862441714,5.29091454121,15,11,8,7,6,6,6,7
Bipartite-224-947Nodes-18265Edges-03000ExtraEdges,Bipartite,0.045713980190609,19.1827146692,5.43160076667,17,11,10,8,8,8,8,8
Bipartite-225-947Nodes-18265Edges-04000ExtraEdges,Bipartite,0.047899429243581,22.0052024329,5.56487052187,17,13,12,9,8,8,9,9
Bipartite-226-947Nodes-18265Edges-05000ExtraEdges,Bipartite,0.050078194966116,24.5925070626,5.69569669436,18,13,13,10,9,9,9,10
Bipartite-227-947Nodes-18265Edges-07500ExtraEdges,Bipartite,0.055451592637643,30.1219969819,5.99313212324,20,16,15,13,11,12,12,13
Bipartite-228-947Nodes-18265Edges-10000ExtraEdges,Bipartite,0.060791573656985,33.5927608605,6.27023754824,22,17,16,15,13,13,13,15
Bipartite-229-947Nodes-18265Edges-15000ExtraEdges,Bipartite,0.0712977691043,37.6624541256,6.76820840144,24,20,18,18,16,16,15,17
Bipartite-230-947Nodes-18265Edges-20000ExtraEdges,Bipartite,0.081596781308061,44.2076529188,7.20488614724,27,21,21,20,17,17,17,19
Bipartite-231-947Nodes-18265Edges-30000ExtraEdges,Bipartite,0.101263595007997,44.9895018878,7.94362500538,31,25,24,24,20,20,20,21
Bipartite-232-947Nodes-18265Edges-40000ExtraEdges,Bipartite,0.120172964591715,45.2798077103,8.5462780205,35,29,28,27,23,23,23,26
Bipartite-233-947Nodes-18265Edges-50000ExtraEdges,Bipartite,0.138460784444771,45.4385706391,9.03673995806,41,32,31,31,26,26,26,29
Bipartite-234-947Nodes-18265Edges-75000ExtraEdges,Bipartite,0.180276155213666,45.6205455094,9.91734327754,49,41,39,40,33,33,33,37
Bipartite-235-947Nodes-18265Edges-100000ExtraEdges,Bipartite,0.218070388836164,45.7064075024,10.4554634117,59,49,46,47,39,40,39,40
Bipartite-236-947Nodes-18265Edges-250000ExtraEdges,Bipartite,0.372778349573826,45.8447754639,10.6163133586,111,97,96,86,75,74,73,75
Bipartite-237-947Nodes-18265Edges-500000ExtraEdges,Bipartite,0.483106768431511,45.8834444799,8.51269456016,179,175,169,136,130,130,129,130
Bipartite-238-947Nodes-18265Edges-750000ExtraEdges,Bipartite,0.520370791172657,45.8929280544,7.09501859991,234,221,215,194,194,194,195,194
Bipartite-239-947Nodes-18265Edges-1000000ExtraEdges,Bipartite,0.533254024478811,45.8961010633,6.43642979988,287,277,272,257,257,257,258,257
Bipartite-240-305Nodes-10138Edges-00000ExtraEdges,Bipartite,0.175656273438337,33.4666359447,5.30640666895,8,2,2,2,2,2,2,3
Bipartite-241-305Nodes-10138Edges-00100ExtraEdges,Bipartite,0.177799207114539,35.0906675865,5.35322958121,10,4,4,4,4,4,4,4
Bipartite-242-305Nodes-10138Edges-01000ExtraEdges,Bipartite,0.196378442087217,39.2277314354,5.7226672663,15,10,8,8,8,8,8,8
Bipartite-243-305Nodes-10138Edges-02000ExtraEdges,Bipartite,0.216714882674381,40.6791350785,6.0656716021,20,15,13,11,10,10,10,10
Bipartite-244-305Nodes-10138Edges-03000ExtraEdges,Bipartite,0.235744133719061,40.9586451041,6.33702801991,25,19,17,14,13,13,13,13
Bipartite-245-305Nodes-10138Edges-04000ExtraEdges,Bipartite,0.25423765134469,41.1191292223,6.58267375438,24,22,20,17,16,16,16,16
Bipartite-246-305Nodes-10138Edges-05000ExtraEdges,Bipartite,0.271488267438122,41.2519682957,6.78027431864,28,24,21,19,17,17,17,18
Bipartite-247-305Nodes-10138Edges-07500ExtraEdges,Bipartite,0.311925425908068,41.4429416646,7.1402640585,31,28,25,24,21,21,21,21
Bipartite-248-305Nodes-10138Edges-10000ExtraEdges,Bipartite,0.34809814636237,41.5550274846,7.37579686338,35,30,28,26,23,23,23,23
Bipartite-249-305Nodes-10138Edges-15000ExtraEdges,Bipartite,0.410886103075109,41.6804489009,7.63828687776,39,36,34,30,27,27,27,28
Bipartite-250-305Nodes-10138Edges-20000ExtraEdges,Bipartite,0.460837887067395,41.7376674072,7.69539958606,46,41,38,34,31,31,31,32
Bipartite-251-305Nodes-10138Edges-30000ExtraEdges,Bipartite,0.535111968284581,41.7955750326,7.5121116786,56,51,48,41,38,38,38,39
Bipartite-252-305Nodes-10138Edges-40000ExtraEdges,Bipartite,0.5801350048216,41.8219106264,7.20324543158,64,62,55,47,43,44,44,45
Bipartite-253-305Nodes-10138Edges-50000ExtraEdges,Bipartite,0.612150433944069,41.8379895507,6.89240281754,75,66,64,52,50,50,50,51
Bipartite-254-305Nodes-10138Edges-75000ExtraEdges,Bipartite,0.651001821493624,41.8540521603,6.35028355812,91,88,82,69,68,68,68,69
Bipartite-255-305Nodes-10138Edges-100000ExtraEdges,Bipartite,0.663880852887603,41.8583771287,6.12432601584,110,108,100,89,89,89,93,89
Bipartite-256-305Nodes-10138Edges-250000ExtraEdges,Bipartite,0.670759669988213,41.8604321722,5.99892810495,154,153,153,153,153,153,153,153
Bipartite-257-305Nodes-10138Edges-500000ExtraEdges,Bipartite,0.670759669988213,41.8604321722,5.99892810495,154,153,153,153,153,153,153,153
Bipartite-258-305Nodes-10138Edges-750000ExtraEdges,Bipartite,0.670759669988213,41.8604321722,5.99892810495,154,153,153,153,153,153,153,153
Bipartite-259-305Nodes-10138Edges-1000000ExtraEdges,Bipartite,0.670759669988213,41.8604321722,5.99892810495,154,153,153,153,153,153,153,153
Bipartite-260-738Nodes-21843Edges-00000ExtraEdges,Bipartite,0.074014177218903,31.8495538959,5.90284373436,3,2,2,2,2,2,2,2
Bipartite-261-738Nodes-21843Edges-00100ExtraEdges,Bipartite,0.074380892658724,31.9486118133,5.92121957808,8,5,4,4,4,4,4,5
Bipartite-262-738Nodes-21843Edges-01000ExtraEdges,Bipartite,0.077666662999512,35.4696615225,6.07158817809,15,8,8,6,6,6,6,6
Bipartite-263-738Nodes-21843Edges-02000ExtraEdges,Bipartite,0.081297145853732,37.7283135918,6.22835976766,17,10,9,8,7,8,7,8
Bipartite-264-738Nodes-21843Edges-03000ExtraEdges,Bipartite,0.084883622855173,39.8931830024,6.37633848928,19,12,12,9,8,8,8,9
Bipartite-265-738Nodes-21843Edges-04000ExtraEdges,Bipartite,0.08845909839342,41.8607174792,6.52038161899,21,14,14,10,10,10,10,10
Bipartite-266-738Nodes-21843Edges-05000ExtraEdges,Bipartite,0.092005236696481,42.9800644325,6.6538007739,22,16,15,12,11,11,11,12
Bipartite-267-738Nodes-21843Edges-07500ExtraEdges,Bipartite,0.100645052458643,44.5206814458,6.96402280638,25,20,18,15,13,13,13,15
Bipartite-268-738Nodes-21843Edges-10000ExtraEdges,Bipartite,0.10927753391201,44.8259375049,7.25562591845,27,22,21,18,16,16,16,16
Bipartite-269-738Nodes-21843Edges-15000ExtraEdges,Bipartite,0.12597775504142,45.1591017644,7.75123517301,30,25,24,23,20,20,20,22
Bipartite-270-738Nodes-21843Edges-20000ExtraEdges,Bipartite,0.141926209519199,45.3349130137,8.16892340843,32,28,26,25,22,22,22,24
Bipartite-271-738Nodes-21843Edges-30000ExtraEdges,Bipartite,0.172374592487467,45.5202944415,8.85673821082,37,31,31,30,25,26,25,28
Bipartite-272-738Nodes-21843Edges-40000ExtraEdges,Bipartite,0.200714361676769,45.6252866453,9.37709513573,45,38,36,34,29,29,29,32
Bipartite-273-738Nodes-21843Edges-50000ExtraEdges,Bipartite,0.227128874807015,45.6895330306,9.75876560884,49,41,40,38,32,33,33,36
Bipartite-274-738Nodes-21843Edges-75000ExtraEdges,Bipartite,0.284571181300446,45.7747626899,10.2953745596,60,52,49,48,40,41,40,41
Bipartite-275-738Nodes-21843Edges-100000ExtraEdges,Bipartite,0.332841934643974,45.8184003049,10.4622054924,70,62,59,57,47,48,48,48
Bipartite-276-738Nodes-21843Edges-250000ExtraEdges,Bipartite,0.492506169987274,45.8887753461,9.13022215911,128,116,111,96,87,88,87,87
Bipartite-277-738Nodes-21843Edges-500000ExtraEdges,Bipartite,0.559208041336164,45.9045292467,7.32791006573,199,195,182,162,161,161,162,161
Bipartite-278-738Nodes-21843Edges-750000ExtraEdges,Bipartite,0.570224173148362,45.9065341173,6.89039039433,270,271,255,254,254,254,254,254
Bipartite-279-738Nodes-21843Edges-1000000ExtraEdges,Bipartite,0.57194040140672,45.9067687813,6.81805300685,344,344,341,341,341,341,341,341
Bipartite-280-657Nodes-6622Edges-00000ExtraEdges,Bipartite,0.029691931178378,7.24758645919,3.6418734524,9,2,2,2,2,2,2,2
Bipartite-281-657Nodes-6622Edges-00100ExtraEdges,Bipartite,0.030154566441363,7.2948912991,3.68091673462,10,4,4,4,4,4,4,4
Bipartite-282-657Nodes-6622Edges-01000ExtraEdges,Bipartite,0.03427202028193,8.32009635402,3.9448808097,11,8,7,6,6,6,6,6
Bipartite-283-657Nodes-6622Edges-02000ExtraEdges,Bipartite,0.038852109385482,10.1459157964,4.2027149461,12,10,9,8,7,7,7,7
Bipartite-284-657Nodes-6622Edges-03000ExtraEdges,Bipartite,0.043348924141696,12.1385427168,4.43947503461,13,11,10,9,8,8,8,8
Bipartite-285-657Nodes-6622Edges-04000ExtraEdges,Bipartite,0.047827233487391,14.0153208467,4.6628931943,14,11,11,10,9,9,9,10
Bipartite-286-657Nodes-6622Edges-05000ExtraEdges,Bipartite,0.052268532012047,15.1511655063,4.86903274548,16,12,11,11,10,10,10,10
Bipartite-287-657Nodes-6622Edges-07500ExtraEdges,Bipartite,0.063145087044825,15.437787978,5.32985021656,18,13,13,12,11,11,11,12
Bipartite-288-657Nodes-6622Edges-10000ExtraEdges,Bipartite,0.07377644538822,15.5588988447,5.73240521119,20,15,15,14,12,12,12,12
Bipartite-289-657Nodes-6622Edges-15000ExtraEdges,Bipartite,0.094340582827904,15.6925516693,6.4057784217,22,19,17,17,15,15,15,16
Bipartite-290-657Nodes-6622Edges-20000ExtraEdges,Bipartite,0.11422002007837,15.7646550263,6.94622212966,26,21,20,19,17,17,17,19
Bipartite-291-657Nodes-6622Edges-30000ExtraEdges,Bipartite,0.150745074091037,15.8341721664,7.72138945557,33,28,25,25,21,21,21,22
Bipartite-292-657Nodes-6622Edges-40000ExtraEdges,Bipartite,0.184188977252224,15.8700780718,8.24517454741,40,33,30,30,25,26,25,28
Bipartite-293-657Nodes-6622Edges-50000ExtraEdges,Bipartite,0.214283401109399,15.8901718843,8.59002921954,44,37,34,34,28,29,29,30
Bipartite-294-657Nodes-6622Edges-75000ExtraEdges,Bipartite,0.279200381211456,15.9183235897,8.95351804288,57,50,47,44,38,39,38,39
Bipartite-295-657Nodes-6622Edges-100000ExtraEdges,Bipartite,0.329932964150393,15.930849296,8.8972198634,70,60,59,53,46,48,47,48
Bipartite-296-657Nodes-6622Edges-250000ExtraEdges,Bipartite,0.477397954226867,15.9523258097,6.79443580448,135,126,121,101,98,98,98,99
Bipartite-298-657Nodes-6622Edges-750000ExtraEdges,Bipartite,0.528995665107585,15.9558054478,4.72118280425,296,296,295,295,295,295,295,295
Bipartite-300-576Nodes-18158Edges-00000ExtraEdges,Bipartite,0.097769834392451,31.7479853681,5.87980685987,7,2,2,2,2,2,2,2
Bipartite-301-576Nodes-18158Edges-00100ExtraEdges,Bipartite,0.098371606008088,32.6445298938,5.90191160125,9,4,4,4,4,4,4,4
Bipartite-302-576Nodes-18158Edges-01000ExtraEdges,Bipartite,0.103733391103408,35.4965876803,6.08813141838,17,8,7,6,6,7,6,6
Bipartite-303-576Nodes-18158Edges-02000ExtraEdges,Bipartite,0.109612699788176,38.8026123819,6.28188011989,19,13,11,8,8,8,8,8
Bipartite-304-576Nodes-18158Edges-03000ExtraEdges,Bipartite,0.1154980261891,42.192086827,6.46533695124,20,14,12,10,10,10,10,10
Bipartite-305-576Nodes-18158Edges-04000ExtraEdges,Bipartite,0.121256980550741,43.6385219648,6.63570417148,22,15,15,12,11,11,11,12
Bipartite-306-576Nodes-18158Edges-05000ExtraEdges,Bipartite,0.126907616021567,45.0841237942,6.79547362136,23,18,17,13,12,12,12,13
Bipartite-307-576Nodes-18158Edges-07500ExtraEdges,Bipartite,0.140778451761987,51.9994972765,7.15855763502,27,21,21,18,16,15,15,16
Bipartite-308-576Nodes-18158Edges-10000ExtraEdges,Bipartite,0.154366454843057,55.3342058182,7.47724281456,28,25,23,21,18,18,18,18
Bipartite-309-576Nodes-18158Edges-15000ExtraEdges,Bipartite,0.18018245715386,55.9049903293,7.99012864926,34,29,27,25,21,22,22,24
Bipartite-310-576Nodes-18158Edges-20000ExtraEdges,Bipartite,0.204307481224725,56.1810061006,8.39447644881,36,31,29,28,23,24,24,24
Bipartite-311-576Nodes-18158Edges-30000ExtraEdges,Bipartite,0.248507606393221,56.4481558997,8.99993917046,44,36,35,33,29,29,28,29
Bipartite-312-576Nodes-18158Edges-40000ExtraEdges,Bipartite,0.288320816483728,56.5677665243,9.36958277816,49,42,40,38,32,33,33,33
Bipartite-313-576Nodes-18158Edges-50000ExtraEdges,Bipartite,0.323085162719044,56.6368105869,9.57204983744,54,51,46,43,36,37,37,38
Bipartite-314-576Nodes-18158Edges-75000ExtraEdges,Bipartite,0.393853504717889,56.7298409838,9.63574831624,67,62,59,53,45,46,46,46
Bipartite-315-576Nodes-18158Edges-100000ExtraEdges,Bipartite,0.446093298671288,56.7699342143,9.38589662604,80,76,72,64,54,55,55,55
Bipartite-316-576Nodes-18158Edges-250000ExtraEdges,Bipartite,0.570864625457346,56.8319885774,7.44460778698,143,132,132,112,110,108,109,109
Bipartite-317-576Nodes-18158Edges-500000ExtraEdges,Bipartite,0.594038850375505,56.8406969261,6.76626854077,236,239,232,227,227,227,227,228
Bipartite-318-576Nodes-18158Edges-750000ExtraEdges,Bipartite,0.595200269593683,56.8411308,6.72710775705,287,287,287,287,287,287,287,287
Bipartite-319-576Nodes-18158Edges-1000000ExtraEdges,Bipartite,0.595260446755247,56.8411657461,6.72538474935,291,291,291,291,291,291,291,291
Bipartite-320-222Nodes-13711Edges-00000ExtraEdges,Bipartite,0.334949299074859,60.7497229373,4.85171662642,2,2,2,2,2,2,2,2
Bipartite-321-222Nodes-13711Edges-00100ExtraEdges,Bipartite,0.338908415141598,61.1191188261,4.92459691456,7,4,4,4,4,4,4,4
Bipartite-322-222Nodes-13711Edges-01000ExtraEdges,Bipartite,0.373853674302104,65.5255516177,5.48426328976,16,13,10,9,9,9,10,9
Bipartite-323-222Nodes-13711Edges-02000ExtraEdges,Bipartite,0.409364521472144,66.6084551379,5.90322556108,23,17,16,13,13,13,13,13
Bipartite-324-222Nodes-13711Edges-03000ExtraEdges,Bipartite,0.442815012321738,67.0081599988,6.19814118963,26,23,19,16,16,16,16,16
Bipartite-325-222Nodes-13711Edges-04000ExtraEdges,Bipartite,0.472912374257665,67.2314432109,6.41900028118,31,26,24,19,19,19,19,19
Bipartite-326-222Nodes-13711Edges-05000ExtraEdges,Bipartite,0.501232173877913,67.3591140482,6.55093878378,35,31,27,23,22,22,22,22
Bipartite-327-222Nodes-13711Edges-07500ExtraEdges,Bipartite,0.561750090898072,67.5485779187,6.73973390403,43,36,35,28,28,28,28,28
Bipartite-328-222Nodes-13711Edges-10000ExtraEdges,Bipartite,0.609219084555407,67.6319659653,6.74868570731,49,42,40,33,32,32,32,33
Bipartite-329-222Nodes-13711Edges-15000ExtraEdges,Bipartite,0.682422332646547,67.7145013018,6.54322893613,52,49,46,39,38,38,38,39
Bipartite-330-222Nodes-13711Edges-20000ExtraEdges,Bipartite,0.731426493758332,67.7589388737,6.27986116245,61,55,53,44,43,43,43,43
Bipartite-331-222Nodes-13711Edges-30000ExtraEdges,Bipartite,0.783904981214398,67.7959664139,5.83928812579,73,66,63,51,51,51,51,52
Bipartite-332-222Nodes-13711Edges-40000ExtraEdges,Bipartite,0.808104068193754,67.8097130457,5.54227826008,80,78,77,58,58,58,58,58
Bipartite-333-222Nodes-13711Edges-50000ExtraEdges,Bipartite,0.818688643800751,67.8152932681,5.39433703172,92,89,87,68,69,68,70,69
Bipartite-334-222Nodes-13711Edges-75000ExtraEdges,Bipartite,0.82725326223084,67.8199881443,5.26403633878,109,106,103,103,103,103,103,103
Bipartite-335-222Nodes-13711Edges-100000ExtraEdges,Bipartite,0.828344039106371,67.820268727,5.24533789802,113,112,112,112,112,112,112,112
Bipartite-336-222Nodes-13711Edges-250000ExtraEdges,Bipartite,0.828384438249909,67.8203531049,5.24475068284,113,113,113,113,113,113,113,113
Bipartite-337-222Nodes-13711Edges-500000ExtraEdges,Bipartite,0.828384438249909,67.8203531049,5.24475068284,113,113,113,113,113,113,113,113
Bipartite-338-222Nodes-13711Edges-750000ExtraEdges,Bipartite,0.828384438249909,67.8203531049,5.24475068284,113,113,113,113,113,113,113,113
Bipartite-339-222Nodes-13711Edges-1000000ExtraEdges,Bipartite,0.828384438249909,67.8203531049,5.24475068284,113,113,113,113,113,113,113,113
Bipartite-340-710Nodes-21185Edges-00000ExtraEdges,Bipartite,0.07700322893762,31.4027824016,5.88830629697,8,2,2,2,2,2,2,2
Bipartite-341-710Nodes-21185Edges-00100ExtraEdges,Bipartite,0.077395455716012,31.4261822984,5.90903608651,10,5,4,4,4,4,4,4
Bipartite-342-710Nodes-21185Edges-01000ExtraEdges,Bipartite,0.080913611061588,32.721186705,6.06429608992,12,8,7,6,6,6,6,6
Bipartite-343-710Nodes-21185Edges-02000ExtraEdges,Bipartite,0.084768526772449,34.6747498967,6.2246949777,17,10,10,8,7,7,7,8
Bipartite-344-710Nodes-21185Edges-03000ExtraEdges,Bipartite,0.088635328143262,38.1450121545,6.37800672175,20,13,11,9,8,8,8,9
Bipartite-345-710Nodes-21185Edges-04000ExtraEdges,Bipartite,0.092478358194172,39.2221004373,6.52383041864,21,15,13,10,10,10,10,10
Bipartite-346-710Nodes-21185Edges-05000ExtraEdges,Bipartite,0.09630157881183,40.3510377908,6.66799583136,23,16,15,12,11,11,11,12
Bipartite-347-710Nodes-21185Edges-07500ExtraEdges,Bipartite,0.105703135833283,48.0346467882,6.99457865116,24,21,19,16,14,14,14,15
Bipartite-348-710Nodes-21185Edges-10000ExtraEdges,Bipartite,0.114966026821972,51.208321577,7.2850795454,28,22,21,19,16,16,16,18
Bipartite-349-710Nodes-21185Edges-15000ExtraEdges,Bipartite,0.132818288068778,52.8471531709,7.78100197738,32,26,25,23,20,20,20,22
Bipartite-350-710Nodes-21185Edges-20000ExtraEdges,Bipartite,0.150159465937679,53.1421796693,8.20146323771,33,28,27,26,22,22,22,24
Bipartite-351-710Nodes-21185Edges-30000ExtraEdges,Bipartite,0.182646936471147,53.4142408089,8.88456200998,39,32,31,30,26,26,26,26
